CODGEO;LIBGEO;SEXE1_AGEPYR1000;SEXE1_AGEPYR1003;SEXE1_AGEPYR1006;SEXE1_AGEPYR1011;SEXE1_AGEPYR1018;SEXE1_AGEPYR1025;SEXE1_AGEPYR1040;SEXE1_AGEPYR1055;SEXE1_AGEPYR1065;SEXE1_AGEPYR1080;SEXE2_AGEPYR1000;SEXE2_AGEPYR1003;SEXE2_AGEPYR1006;SEXE2_AGEPYR1011;SEXE2_AGEPYR1018;SEXE2_AGEPYR1025;SEXE2_AGEPYR1040;SEXE2_AGEPYR1055;SEXE2_AGEPYR1065;SEXE2_AGEPYR1080;population;LIBGEO2
51068;Blesme;3;6;12;13;10;28;20;12;8;2;5;7;8;14;5;23;21;10;12;1;220;blesme
51069;Bligny;1;1;3;6;5;10;14;10;5;5;3;2;11;2;4;12;12;8;8;2;124;bligny
51070;Boissy-le-Repos;3;4;5;5;7;20;21;22;27;5;2;1;3;4;9;17;19;28;20;4;226;boissy le repos
51071;Bouchy-Saint-Genest;6;4;6;4;5;27;21;13;12;2;3;8;7;9;2;24;21;7;13;3;197;bouchy saint genest
51072;Bouilly;2;6;8;12;2;18;23;11;14;1;3;2;15;11;4;16;21;10;11;6;196;bouilly
51073;Bouleuse;3;6;11;14;4;17;25;15;10;3;3;6;3;7;5;21;28;14;8;2;205;bouleuse
51074;Boult-sur-Suippe;28;27;90;103;50;162;204;105;94;20;30;41;60;78;39;158;189;110;89;30;1707;boult sur suippe
51075;Bourgogne-Fresne;22;16;33;67;38;107;164;109;90;25;16;28;49;73;37;90;167;110;87;55;1383;bourgogne fresne
51076;Boursault;5;6;18;17;13;34;55;37;34;7;4;9;11;20;12;30;56;33;38;12;451;boursault
51077;Bouvancourt;2;3;8;11;4;13;27;15;10;1;1;7;8;9;4;15;27;15;12;5;197;bouvancourt
51078;Bouy;13;16;18;32;21;61;61;25;26;2;19;10;27;34;9;64;54;29;28;14;563;bouy
51079;Bouzy;16;14;28;54;40;64;112;56;60;19;15;15;35;49;35;65;118;65;55;32;947;bouzy
51080;Brandonvillers;3;1;9;14;1;16;24;14;11;3;7;1;6;5;2;19;18;12;10;3;179;brandonvillers
51081;Branscourt;5;6;17;18;11;20;33;21;15;4;7;5;9;15;8;23;37;27;15;4;300;branscourt
51082;Braux-Sainte-Cohière;1;3;1;4;2;11;9;7;8;4;1;1;2;5;0;13;11;6;5;2;96;braux sainte cohiere
51083;Braux-Saint-Remy;2;4;5;3;0;9;9;8;7;1;0;1;5;3;0;9;8;6;4;3;87;braux saint remy
51084;Bréban;0;0;1;3;7;5;12;6;3;3;1;2;1;4;4;2;13;8;3;4;82;breban
51085;Le Breuil;7;7;15;28;13;34;40;23;29;10;7;7;13;12;7;28;41;24;27;21;393;le breuil
51086;Breuil-sur-Vesle;7;6;15;20;9;29;50;20;15;3;9;6;17;20;10;35;43;16;7;5;342;breuil sur vesle
51087;Breuvery-sur-Coole;2;3;5;15;4;18;26;19;17;3;2;7;6;7;7;18;18;17;18;5;217;breuvery sur coole
51088;Brimont;9;4;9;23;15;32;50;38;29;7;7;6;13;20;10;35;49;40;27;9;432;brimont
51089;Brouillet;2;1;4;2;2;7;13;5;5;1;1;0;2;4;4;5;11;3;6;5;83;brouillet
51090;Broussy-le-Grand;8;3;12;16;9;30;26;20;25;5;6;9;8;16;10;28;32;19;20;9;311;broussy le grand
51091;Broussy-le-Petit;1;3;2;5;3;9;12;10;12;3;2;2;4;7;2;7;12;14;12;5;127;broussy le petit
51092;Broyes;8;3;9;9;10;26;45;24;30;5;5;5;14;23;9;25;36;25;36;15;362;broyes
51093;Brugny-Vaudancourt;3;6;11;26;16;26;56;37;26;8;3;7;17;21;12;31;68;40;33;5;452;brugny vaudancourt
51094;Brusson;3;3;8;6;7;18;24;12;8;3;2;5;7;13;2;15;28;10;11;4;189;brusson
51095;Le Buisson;4;1;4;5;1;8;6;9;6;0;1;2;4;1;1;7;9;6;9;3;87;le buisson
51097;Bussy-le-Château;1;5;4;7;1;17;17;12;12;7;4;1;6;5;1;15;17;10;16;7;165;bussy le chateau
51098;Bussy-le-Repos;5;2;9;10;0;13;17;8;6;4;2;2;2;8;2;12;11;5;10;6;134;bussy le repos
51099;Bussy-Lettrée;14;8;19;30;13;25;37;16;19;7;3;8;17;15;12;36;39;10;18;5;351;bussy lettree
51100;La Caure;3;2;4;5;4;8;10;4;12;2;3;1;4;3;3;10;8;8;7;2;103;la caure
51101;Caurel;8;11;25;28;18;36;83;56;51;5;6;5;14;34;19;36;72;67;53;10;637;caurel
51102;Cauroy-lès-Hermonville;9;6;22;25;15;37;76;36;29;4;5;9;9;35;13;41;55;34;34;9;503;cauroy les hermonville
51103;La Celle-sous-Chantemerle;1;4;8;5;4;10;16;11;12;5;2;3;3;5;2;13;12;9;13;7;145;la celle sous chantemerle
51104;Cernay-en-Dormois;2;4;5;7;3;10;17;8;14;3;2;4;10;8;1;12;13;10;14;5;152;cernay en dormois
51105;Cernay-lès-Reims;17;16;44;59;43;92;143;96;108;49;27;27;41;62;22;97;155;106;141;49;1394;cernay les reims
51106;Cernon;2;4;4;7;1;10;16;11;6;1;3;0;9;4;2;15;11;14;4;3;127;cernon
51107;Chaintrix-Bierges;9;13;11;17;6;25;38;20;21;5;4;13;12;15;9;32;31;21;23;4;329;chaintrix bierges
51108;Châlons-en-Champagne;784;923;1327;2040;2490;4616;4293;2365;2296;837;830;854;1269;1580;1967;4289;4435;2753;3266;1766;44980;chalons en champagne
51109;Châlons-sur-Vesle;5;6;5;13;8;17;18;16;13;5;4;7;3;4;8;15;19;11;15;4;196;chalons sur vesle
51110;Chaltrait;2;1;2;3;2;2;10;1;7;1;0;0;1;1;1;2;8;6;6;4;60;chaltrait
51111;Chambrecy;7;3;6;10;4;18;17;5;11;1;3;2;2;8;4;17;16;6;8;0;148;chambrecy
51112;Chamery;9;4;7;20;11;39;48;29;32;5;12;6;20;21;7;40;38;27;30;10;415;chamery
51113;Champaubert;0;3;3;8;7;8;17;12;5;2;3;1;2;4;3;9;13;9;8;9;126;champaubert
51115;Champfleury;4;6;12;25;13;36;56;42;52;13;9;14;16;13;23;42;54;33;55;21;539;champfleury
51116;Champguyon;7;7;10;14;3;28;23;21;15;4;6;6;7;20;6;18;28;17;19;10;269;champguyon
51117;Champigneul-Champagne;3;8;11;8;12;24;45;13;17;5;8;4;14;11;9;36;38;14;25;5;310;champigneul champagne
51118;Champigny;27;17;56;94;64;85;177;109;92;12;19;18;60;69;61;94;180;100;82;20;1436;champigny
51119;Champillon;7;7;11;18;17;34;54;36;51;16;5;5;21;14;14;31;53;45;52;11;502;champillon
51120;Champlat-et-Boujacourt;5;6;4;5;6;18;16;6;10;4;4;4;8;9;5;15;23;3;14;2;167;champlat et boujacourt
51121;Champvoisy;2;3;20;8;6;24;30;16;12;6;8;7;13;12;7;26;30;12;10;2;254;champvoisy
51122;Changy;2;2;3;2;2;6;12;11;13;4;2;3;6;1;5;6;11;8;12;6;117;changy
51124;Chantemerle;2;1;1;2;0;3;7;2;3;1;0;1;1;4;1;3;7;3;3;1;46;chantemerle
51125;Chapelaine;1;1;0;5;0;5;7;4;1;1;1;2;3;2;3;4;3;4;1;2;50;chapelaine
51126;La Chapelle-Felcourt;0;0;2;5;1;2;5;4;4;4;2;1;0;2;1;2;6;4;4;3;52;la chapelle felcourt
51127;La Chapelle-Lasson;2;1;0;4;1;6;9;9;5;6;1;2;4;3;1;6;6;9;6;4;85;la chapelle lasson
51128;La Chapelle-sous-Orbais;1;2;3;2;0;6;7;2;3;0;1;3;4;2;0;7;6;2;3;0;54;la chapelle sous orbais
51129;Charleville;7;2;6;23;8;18;32;19;16;7;0;0;7;14;4;20;31;18;14;1;247;charleville
51130;Charmont;5;2;10;7;4;14;27;13;16;10;2;7;7;12;4;13;22;12;26;11;224;charmont
51132;Les Charmontois;1;5;5;0;3;9;12;12;13;4;1;3;2;1;1;6;12;9;17;5;121;les charmontois
51133;Le Châtelier;1;4;3;1;2;7;6;10;3;1;2;0;2;0;1;6;2;2;4;3;60;le chatelier
51134;Châtelraould-Saint-Louvent;4;2;7;8;1;16;28;23;14;10;6;4;5;7;7;14;26;18;19;9;228;chatelraould saint louvent
51135;Châtillon-sur-Broué;3;1;1;2;0;7;10;8;7;1;1;2;2;0;4;5;9;3;9;2;77;chatillon sur broue
51136;Châtillon-sur-Marne;3;8;30;22;20;58;86;57;52;14;8;16;18;22;16;62;70;52;57;22;693;chatillon sur marne
51137;Châtillon-sur-Morin;1;8;7;7;8;18;23;22;12;5;5;7;7;6;1;21;18;16;12;9;213;chatillon sur morin
51138;Châtrices;1;1;1;2;0;3;4;1;2;1;1;2;2;1;0;5;3;1;1;2;34;chatrices
51139;Chaudefontaine;5;4;10;11;12;20;27;30;32;6;3;7;11;12;10;22;38;25;31;4;320;chaudefontaine
51140;Chaumuzy;9;8;14;23;10;41;40;15;26;5;8;7;16;18;8;47;34;17;18;11;375;chaumuzy
51141;La Chaussée-sur-Marne;13;14;34;53;19;72;87;46;58;12;11;17;36;36;16;72;75;50;51;22;794;la chaussee sur marne
51142;Chavot-Courcourt;4;3;7;24;10;21;41;34;25;14;1;3;3;17;8;19;41;28;35;9;347;chavot courcourt
51143;Le Chemin;0;2;0;1;0;6;5;4;8;3;2;2;1;1;0;4;3;4;4;3;53;le chemin
51144;Cheminon;7;14;14;19;16;57;63;55;41;12;14;9;20;21;16;51;65;57;38;21;610;cheminon
51145;Chenay;6;1;3;7;14;15;22;29;21;4;1;4;3;6;3;11;29;27;20;7;233;chenay
51146;Cheniers;1;0;7;5;4;7;16;8;3;2;1;3;4;9;1;9;15;4;5;5;109;cheniers
51147;La Cheppe;3;10;16;25;6;28;46;19;20;5;5;4;15;22;3;22;41;21;21;3;335;la cheppe
51148;Cheppes-la-Prairie;5;2;4;8;7;18;15;10;16;9;0;3;5;7;5;10;15;10;17;10;176;cheppes la prairie
51149;Chepy;6;7;21;16;13;26;51;32;30;8;7;8;8;22;10;36;52;29;33;15;430;chepy
51150;Cherville;2;2;3;6;1;9;6;6;11;0;0;0;2;1;2;6;9;7;9;0;82;cherville
51151;Chichey;2;2;6;5;6;15;11;24;13;1;2;1;3;12;4;11;23;19;11;2;173;chichey
51152;Chigny-les-Roses;9;9;20;24;15;54;55;33;42;6;5;8;18;35;13;50;57;36;50;21;560;chigny les roses
51153;Chouilly;12;17;29;40;28;101;127;58;67;29;14;15;28;39;14;90;128;55;86;36;1013;chouilly
51154;Clamanges;4;7;6;13;6;17;26;14;9;6;1;4;10;9;0;20;27;14;7;10;210;clamanges
51155;Clesles;11;10;25;41;15;47;81;47;42;12;10;16;13;26;17;46;61;41;48;21;630;clesles
51156;Cloyes-sur-Marne;4;4;3;3;2;11;11;14;8;4;3;2;4;9;0;14;10;9;12;2;129;cloyes sur marne
51157;Coizard-Joches;1;1;2;2;3;6;9;5;7;3;0;2;0;1;1;7;6;5;6;9;76;coizard joches
51158;Val-des-Marais;8;15;26;32;15;39;61;46;44;6;9;11;19;25;13;46;57;47;32;16;567;val des marais
51160;Compertrix;38;36;62;90;44;124;161;80;93;27;25;43;78;87;37;148;152;88;96;38;1547;compertrix
51161;Condé-sur-Marne;17;21;42;41;31;74;96;52;35;9;10;28;26;38;22;80;91;53;33;25;824;conde sur marne
51162;Conflans-sur-Seine;12;15;20;19;15;53;66;46;48;19;5;11;26;36;9;57;56;45;57;36;651;conflans sur seine
51163;Congy;3;4;6;13;9;25;31;14;15;3;5;3;12;13;6;22;30;18;17;10;259;congy
51164;Connantray-Vaurefroy;1;3;3;9;11;17;23;9;11;3;1;1;4;11;4;10;23;11;7;6;168;connantray vaurefroy
51165;Connantre;19;26;42;56;36;87;121;81;65;17;22;16;48;49;29;102;119;77;67;26;1105;connantre
51166;Contault;2;2;2;4;0;3;6;6;10;2;0;0;2;3;0;7;3;8;4;3;67;contault
51167;Coole;2;4;5;5;3;12;20;11;9;3;5;2;2;4;2;11;12;14;10;9;145;coole
51168;Coolus;4;6;5;7;8;15;24;21;29;3;0;2;3;8;3;13;25;15;26;5;222;coolus
51169;Corbeil;1;2;2;4;5;6;15;8;6;2;1;1;3;4;2;5;9;8;6;3;93;corbeil
51170;Corfélix;2;1;7;4;3;9;15;10;5;1;2;2;5;7;4;12;15;4;4;0;112;corfelix
51171;Cormicy;22;31;48;94;54;104;199;93;80;24;17;22;57;85;46;110;186;86;83;28;1469;cormicy
51172;Cormontreuil;83;108;165;258;218;438;559;417;643;175;75;102;145;246;219;477;650;523;733;294;6528;cormontreuil
51173;Cormoyeux;0;3;1;3;7;10;17;9;8;4;0;4;1;3;6;8;15;8;9;2;118;cormoyeux
51174;Corribert;0;1;3;5;1;4;7;7;0;1;1;2;3;4;0;5;7;5;3;2;61;corribert
51175;Corrobert;6;6;6;6;5;14;26;17;6;4;4;3;9;17;7;16;24;15;10;4;205;corrobert
51176;Corroy;3;7;11;8;2;13;17;12;8;5;0;4;2;10;3;14;14;12;11;5;161;corroy
51177;Coulommes-la-Montagne;4;4;6;11;4;20;21;17;13;3;2;4;6;7;5;21;20;17;21;5;211;coulommes la montagne
51178;Coupetz;2;0;3;4;3;5;8;4;7;4;1;2;1;4;2;4;9;5;10;1;79;coupetz
51179;Coupéville;4;4;6;8;6;20;20;9;10;3;2;1;5;5;4;15;17;13;13;1;166;coupeville
51181;Courcelles-Sapicourt;5;5;19;21;10;30;50;13;21;1;6;5;23;28;9;34;44;20;17;2;363;courcelles sapicourt
51182;Courcemain;2;3;1;3;6;11;13;8;12;3;2;2;2;4;1;10;10;8;7;6;114;courcemain
51183;Courcy;10;11;41;51;38;72;108;78;54;9;14;19;41;51;30;85;104;83;55;20;974;courcy
51184;Courdemanges;3;8;6;15;10;20;37;46;46;8;2;2;11;13;9;18;42;39;49;9;393;courdemanges
51185;Courgivaux;4;6;14;23;10;25;41;20;19;5;8;9;5;14;8;26;35;18;19;11;320;courgivaux
51186;Courjeonnet;0;0;1;1;1;5;2;6;4;2;0;1;1;2;1;1;4;8;3;5;48;courjeonnet
51187;Courlandon;7;5;9;16;9;29;32;18;11;2;8;7;14;26;7;27;34;18;9;5;293;courlandon
51188;Courmas;2;5;4;8;3;22;19;13;18;0;7;5;10;10;4;22;19;17;18;4;210;courmas
51190;Courtagnon;0;1;4;5;0;4;7;6;5;2;1;2;2;2;0;4;7;5;5;1;63;courtagnon
51191;Courtémont;3;1;0;1;0;7;7;4;8;3;0;0;3;3;3;4;3;3;6;3;62;courtemont
51192;Courthiézy;10;2;12;15;4;36;35;26;25;9;12;10;12;11;5;39;38;27;24;12;364;courthiezy
51193;Courtisols;33;48;80;144;63;134;318;166;184;45;32;31;71;131;59;154;338;184;158;68;2441;courtisols
51194;Courville;9;12;24;30;11;29;56;29;24;9;5;6;13;29;10;45;44;32;22;17;456;courville
51195;Couvrot;9;9;21;34;15;54;99;65;80;19;10;8;33;38;18;52;103;70;95;31;863;couvrot
51196;Cramant;14;25;23;31;20;78;91;66;60;11;15;20;34;31;27;82;93;74;75;32;902;cramant
51197;La Croix-en-Champagne;2;2;1;3;0;13;8;4;4;1;1;1;2;7;1;10;9;7;2;0;78;la croix en champagne
51198;Crugny;17;20;30;31;17;65;64;49;25;6;23;12;22;24;14;60;71;43;24;15;632;crugny
51199;Cuchery;7;14;13;10;12;46;50;30;27;7;12;6;8;15;4;37;52;29;20;7;406;cuchery
51200;Cuis;6;2;9;16;6;32;46;37;18;12;3;4;10;16;11;27;48;40;34;21;398;cuis
51201;Cuisles;2;2;7;7;7;14;12;5;11;4;0;1;3;7;5;12;10;9;10;7;135;cuisles
51202;Cumières;10;12;15;44;25;59;84;42;60;22;9;12;24;22;24;62;72;49;73;47;767;cumieres
51203;Cuperly;1;3;10;12;2;23;25;8;20;1;3;8;14;20;4;16;30;11;12;7;230;cuperly
51204;Damery;16;16;48;81;33;110;168;92;123;31;20;23;51;73;28;107;138;112;121;53;1444;damery
51205;Dampierre-au-Temple;7;8;6;12;7;29;33;20;10;5;2;8;7;15;8;22;37;17;15;4;272;dampierre au temple
51206;Dampierre-le-Château;1;2;5;7;3;7;15;3;6;1;1;3;4;5;1;8;13;6;6;2;99;dampierre le chateau
51208;Dampierre-sur-Moivre;0;5;3;8;6;12;15;6;3;4;1;3;2;4;3;10;15;6;4;3;113;dampierre sur moivre
51210;Dizy;13;18;32;52;57;104;166;134;118;26;14;28;31;48;44;120;208;141;144;42;1540;dizy
51211;Dommartin-Dampierre;1;2;0;3;2;4;8;6;8;3;1;2;2;1;1;4;6;8;5;3;70;dommartin dampierre
51212;Dommartin-Lettrée;3;3;7;8;2;15;12;11;13;3;2;2;8;8;1;17;8;12;10;7;152;dommartin lettree
51213;Dommartin-sous-Hans;2;3;1;2;1;6;4;2;6;3;2;1;2;1;0;6;4;2;4;4;56;dommartin sous hans
51214;Dommartin-Varimont;5;6;4;4;2;13;16;7;6;5;1;2;6;7;3;9;15;10;9;8;138;dommartin varimont
51215;Dompremy;5;6;6;9;3;17;16;7;7;2;3;3;8;10;2;19;16;5;8;1;153;dompremy
51216;Dontrien;4;9;10;11;6;28;26;12;15;12;3;8;15;9;9;23;26;12;16;10;264;dontrien
51217;Dormans;45;46;79;113;86;255;290;193;208;68;57;51;68;132;88;247;300;236;234;126;2922;dormans
51218;Val-de-Vière;0;3;5;3;3;9;15;7;11;3;4;2;4;5;4;8;16;4;15;8;129;val de viere
51219;Drosnay;2;5;6;6;5;17;24;16;16;0;1;6;10;14;8;19;21;14;15;7;212;drosnay
51220;Drouilly;2;1;6;8;2;8;22;14;7;1;1;3;3;5;3;14;13;13;6;5;137;drouilly
51222;Éclaires;1;2;1;3;4;6;11;9;6;2;2;1;4;9;3;6;12;6;7;1;96;eclaires
51223;Écollemont;0;0;0;2;3;4;6;8;7;1;0;0;2;0;1;4;5;4;6;3;56;ecollemont
51224;Écriennes;4;4;7;5;5;13;19;16;13;1;2;4;2;7;5;12;19;14;16;2;170;ecriennes
51225;Écueil;4;7;9;9;11;34;17;37;15;6;9;9;8;8;10;25;24;31;18;12;303;ecueil
51226;Écury-le-Repos;0;0;2;0;1;3;5;4;7;6;0;1;3;3;1;1;4;4;7;8;60;ecury le repos
51227;Écury-sur-Coole;10;9;19;37;9;26;67;23;36;11;9;8;19;35;3;39;57;30;40;9;496;ecury sur coole
51228;Élise-Daucourt;2;4;1;5;4;10;11;9;9;1;2;2;4;2;3;7;12;8;3;3;102;elise daucourt
51229;Épense;4;4;5;8;2;12;8;10;8;5;2;5;6;4;2;11;7;11;3;11;128;epense
51230;Épernay;367;424;621;1026;852;2284;2164;1309;1206;535;367;426;637;892;967;2274;2285;1505;1783;1160;23084;epernay
51231;L'Épine;12;14;24;21;10;48;56;47;68;9;12;13;14;24;13;56;53;53;64;13;624;l'epine
51232;Époye;4;9;21;22;19;35;60;30;19;4;5;10;12;23;10;37;53;30;20;14;437;epoye
51233;Escardes;0;0;2;6;0;6;10;12;7;1;0;2;2;1;2;5;9;11;2;5;83;escardes
51234;Esclavolles-Lurey;12;11;8;14;17;54;63;53;53;8;6;12;13;21;19;55;60;60;46;13;598;esclavolles lurey
51235;Les Essarts-lès-Sézanne;1;5;10;18;2;14;31;22;25;1;1;3;11;13;5;15;33;19;18;11;258;les essarts les sezanne
51236;Les Essarts-le-Vicomte;2;4;4;11;2;14;16;10;10;2;1;5;3;4;3;12;16;11;7;5;142;les essarts le vicomte
51237;Esternay;20;31;65;95;66;123;191;121;140;45;30;17;69;99;44;143;196;138;183;96;1912;esternay
51238;Étoges;11;17;21;24;15;56;43;21;18;3;11;14;28;14;12;62;40;26;12;10;458;etoges
51239;Étréchy;1;1;5;2;3;9;13;11;7;1;0;2;4;7;3;10;11;11;6;1;108;etrechy
51240;Étrepy;3;1;2;11;6;5;21;8;13;1;2;1;2;10;6;9;17;10;9;3;140;etrepy
51241;Euvy;2;2;5;1;0;7;8;3;12;1;1;0;1;3;1;7;7;7;9;5;82;euvy
51242;Fagnières;73;92;162;241;152;355;487;366;383;65;78;77;173;209;149;380;524;388;384;91;4829;fagnieres
51243;Faux-Fresnay;2;4;11;17;7;30;31;31;23;8;5;2;7;17;4;24;35;26;29;16;329;faux fresnay
51244;Faux-Vésigneul;2;8;5;13;6;27;27;19;14;2;9;2;5;6;5;27;24;23;15;8;247;faux vesigneul
51245;Faverolles-et-Coëmy;11;10;14;22;16;57;65;41;34;5;14;8;24;21;16;60;66;38;31;10;563;faverolles et coemy
51246;Favresse;5;3;8;10;3;24;23;15;18;3;1;5;13;12;4;23;21;14;13;6;224;favresse
51247;Fèrebrianges;1;0;2;11;5;11;20;14;8;4;2;1;1;8;5;10;20;12;13;9;157;ferebrianges
51248;Fère-Champenoise;24;41;71;112;76;165;267;137;158;50;32;32;75;107;56;151;241;131;159;88;2173;fere champenoise
51249;Festigny;6;5;12;15;11;29;47;23;48;9;2;4;15;16;4;29;43;28;43;13;402;festigny
51250;Fismes;97;115;187;258;203;422;547;359;337;128;75;88;205;254;153;451;565;393;367;289;5493;fismes
51251;Flavigny;3;1;4;8;8;16;17;15;11;1;0;2;5;8;4;13;21;15;7;6;165;flavigny
51252;Fleury-la-Rivière;3;3;14;32;24;38;77;33;33;18;6;4;9;20;12;36;69;34;37;18;520;fleury la riviere
51253;Florent-en-Argonne;2;4;7;7;5;17;26;20;16;8;2;6;7;14;4;17;28;19;24;10;243;florent en argonne
51254;Fontaine-Denis-Nuisy;6;6;9;5;5;24;20;21;17;4;1;2;3;11;3;17;21;23;22;14;234;fontaine denis nuisy
51255;Fontaine-en-Dormois;0;0;0;0;1;0;3;3;3;1;0;0;0;0;0;0;1;1;3;1;17;fontaine en dormois
51256;Fontaine-sur-Ay;1;6;15;23;8;26;41;29;16;4;2;8;14;19;7;30;39;32;15;6;341;fontaine sur ay
51258;La Forestière;1;3;5;14;5;12;31;17;17;7;1;2;14;8;4;12;28;21;18;5;225;la forestiere
51259;Francheville;4;6;8;14;7;14;31;13;6;4;3;2;6;13;6;15;29;14;7;9;211;francheville
51260;Le Fresne;4;4;1;3;0;8;7;2;4;3;1;5;5;4;0;11;5;3;3;1;74;le fresne
51262;Frignicourt;24;13;52;65;57;120;197;153;159;50;30;29;42;70;53;137;200;158;187;65;1861;frignicourt
51263;Fromentières;1;7;14;23;14;35;43;24;18;6;10;11;12;15;11;38;42;23;18;11;376;fromentieres
51264;Le Gault-Soigny;8;6;18;24;16;44;70;35;32;3;11;9;24;30;15;52;61;38;36;9;541;le gault soigny
51265;Gaye;10;8;22;35;16;42;68;39;40;22;13;14;13;20;15;50;57;34;48;21;587;gaye
51266;Germaine;14;6;14;15;18;46;61;36;34;7;8;10;14;35;15;39;70;41;23;8;514;germaine
51267;Germigny;4;3;3;9;3;12;19;19;14;6;1;3;3;7;5;13;17;16;17;6;180;germigny
51268;Germinon;3;4;5;11;7;22;18;8;8;0;7;3;10;6;5;23;13;8;8;5;174;germinon
51269;Giffaumont-Champaubert;2;3;8;9;2;16;26;34;37;6;2;3;5;6;4;18;25;27;26;10;269;giffaumont champaubert
51270;Gigny-Bussy;5;7;9;9;3;23;22;24;10;5;6;8;8;6;2;23;14;20;15;9;228;gigny bussy
51272;Givry-en-Argonne;10;10;20;21;8;35;50;31;38;10;9;11;12;20;5;38;36;25;43;16;448;givry en argonne
51273;Givry-lès-Loisy;0;1;4;4;1;5;7;7;8;2;0;1;1;3;0;5;6;7;7;4;73;givry les loisy
51274;Gizaucourt;1;2;3;6;4;9;11;12;6;3;2;0;3;4;0;9;13;9;9;6;112;gizaucourt
51275;Glannes;1;4;7;8;4;19;18;15;13;3;6;4;8;11;2;22;17;10;14;3;189;glannes
51276;Gourgançon;4;2;7;5;3;12;16;7;12;10;3;3;2;5;3;13;11;10;13;9;150;gourgancon
51277;Sainte-Marie-du-Lac-Nuisement;3;4;12;15;5;16;25;23;31;4;2;2;5;13;3;19;30;23;22;11;268;sainte marie du lac nuisement
51278;Les Grandes-Loges;5;7;7;17;7;26;26;22;8;5;3;10;6;15;10;27;30;19;12;8;270;les grandes loges
51279;Granges-sur-Aube;6;4;9;7;2;24;14;13;10;5;2;7;10;9;8;19;12;10;8;4;183;granges sur aube
51280;Gratreuil;2;0;1;0;0;3;2;1;3;3;0;1;1;1;0;4;0;1;5;2;30;gratreuil
51281;Grauves;11;11;12;30;15;50;86;50;35;13;10;8;17;25;22;44;88;44;43;11;625;grauves
51282;Gueux;18;24;52;103;65;79;184;129;136;34;12;20;63;105;32;92;204;144;131;50;1677;gueux
51283;Hans;0;0;5;9;1;10;20;10;13;8;2;2;1;7;4;9;18;9;10;7;145;hans
51284;Haussignémont;7;4;10;10;4;26;33;18;10;5;10;4;14;15;10;42;26;13;16;2;279;haussignemont
51285;Haussimont;0;1;3;4;2;8;15;17;15;4;2;1;3;10;3;8;14;19;9;2;140;haussimont
51286;Hauteville;5;10;11;14;3;15;34;13;14;6;4;3;12;6;0;25;30;16;13;6;240;hauteville
51287;Hautvillers;14;5;13;31;23;44;86;57;58;13;8;8;17;32;24;53;95;55;59;23;718;hautvillers
51288;Heiltz-le-Hutier;7;7;11;11;4;25;27;15;13;4;1;8;4;11;4;25;22;16;13;5;233;heiltz le hutier
51289;Heiltz-le-Maurupt;6;8;11;15;15;34;51;31;25;6;5;7;15;20;20;34;51;22;27;11;414;heiltz le maurupt
51290;Heiltz-l'Évêque;3;9;13;13;12;27;35;21;17;5;6;5;11;12;3;25;30;20;22;14;303;heiltz l'eveque
51291;Hermonville;13;22;56;82;38;78;172;108;89;29;13;18;60;91;39;79;198;95;99;67;1446;hermonville
51292;Herpont;2;4;6;4;6;5;21;11;9;1;2;2;6;5;2;9;14;10;10;5;134;herpont
51293;Heutrégiville;9;8;11;17;10;41;56;28;32;6;11;7;21;17;11;36;59;21;19;8;428;heutregiville
51294;Hourges;0;1;2;1;1;8;7;6;5;2;5;3;5;1;2;11;9;1;7;5;82;hourges
51295;Huiron;3;6;9;17;8;25;26;39;23;11;6;3;3;11;6;19;26;26;26;9;302;huiron
51296;Humbauville;0;1;3;6;0;5;10;7;4;1;3;2;0;5;0;9;10;6;4;3;79;humbauville
51298;Igny-Comblizy;11;11;12;24;8;47;38;24;27;4;7;9;10;19;11;43;37;31;24;9;406;igny comblizy
51299;Isles-sur-Suippe;20;20;39;33;26;95;99;53;51;9;22;17;43;34;17;103;98;49;44;15;887;isles sur suippe
51300;Isle-sur-Marne;1;3;4;7;1;7;15;5;8;3;0;1;2;5;1;6;12;8;5;4;98;isle sur marne
51301;Isse;0;0;2;13;5;8;22;4;9;2;3;2;5;1;1;8;17;5;7;1;115;isse
51302;Les Istres-et-Bury;2;0;2;1;2;9;10;7;8;1;3;2;1;9;4;8;10;6;7;3;95;les istres et bury
51303;Jâlons;15;13;19;36;11;67;65;27;31;11;12;9;15;15;23;55;60;25;41;19;569;jalons
51304;Janvilliers;3;6;11;10;3;18;11;10;10;5;6;5;10;5;3;19;12;9;6;5;167;janvilliers
51305;Janvry;1;3;0;6;0;12;11;14;9;4;5;1;5;3;4;9;17;15;7;5;131;janvry
51306;Joiselle;2;2;3;6;0;7;11;10;9;0;1;2;7;9;0;9;9;5;7;2;101;joiselle
51307;Jonchery-sur-Suippe;7;5;15;11;3;21;19;14;15;3;4;4;10;15;2;23;16;12;17;4;220;jonchery sur suippe
51308;Jonchery-sur-Vesle;22;27;57;87;61;129;222;147;156;26;23;24;57;72;47;125;216;153;164;44;1859;jonchery sur vesle
51309;Jonquery;4;3;3;3;6;12;9;11;4;2;2;5;4;5;2;11;13;9;6;2;116;jonquery
51310;Jouy-lès-Reims;1;5;10;6;4;20;18;17;16;6;7;5;8;10;2;22;16;15;21;6;215;jouy les reims
